filename,specimen_id,split
Eocanthecona_Bug_A__00013IMG_00013_BURST20190912101022.jpg,00013,train
Eocanthecona_Bug_A__00013IMG_00013_BURST20190912101457.jpg,00013,train
Eocanthecona_Bug_A__00013IMG_00013_BURST20190912101631.jpg,00013,train
Eocanthecona_Bug_A__00013IMG_00013_BURST20190913102614.jpg,00013,train
Eocanthecona_Bug_A__00013IMG_00013_BURST20190913102845.jpg,00013,train
Eocanthecona_Bug_A__00013IMG_00013_BURST20190913103037.jpg,00013,train
Eocanthecona_Bug_A__00014IMG_00014_BURST20190912100618.jpg,00014,train
Eocanthecona_Bug_A__00014IMG_00014_BURST20190912100717.jpg,00014,train
Eocanthecona_Bug_A__00014IMG_00014_BURST20190912100850.jpg,00014,train
Eocanthecona_Bug_A__00014IMG_00014_BURST20190912101003.jpg,00014,train
Eocanthecona_Bug_A__00014IMG_00014_BURST20190912101631.jpg,00014,train
Eocanthecona_Bug_A__00014IMG_00014_BURST20190913102614.jpg,00014,train
Eocanthecona_Bug_A__00014IMG_00014_BURST20190913102732.jpg,00014,train
Eocanthecona_Bug_A__00014IMG_00014_BURST20190913103037.jpg,00014,train
Eocanthecona_Bug_A__00014IMG_00014_BURST20190913115038.jpg,00014,train
Eocanthecona_Bug_A__00015IMG_00015_BURST20190912100516.jpg,00015,train
Eocanthecona_Bug_A__00015IMG_00015_BURST20190912100618.jpg,00015,train
Eocanthecona_Bug_A__00015IMG_00015_BURST20190912100717.jpg,00015,train
Eocanthecona_Bug_A__00015IMG_00015_BURST20190912100850.jpg,00015,train
Eocanthecona_Bug_A__00015IMG_00015_BURST20190912101003.jpg,00015,train
Eocanthecona_Bug_A__00015IMG_00015_BURST20190912101022.jpg,00015,train
Eocanthecona_Bug_A__00015IMG_00015_BURST20190912101457.jpg,00015,train
Eocanthecona_Bug_A__00015IMG_00015_BURST20190912101631.jpg,00015,train
Eocanthecona_Bug_A__00015IMG_00015_BURST20190912101836.jpg,00015,train
Eocanthecona_Bug_A__00015IMG_00015_BURST20190913102614.jpg,00015,train
Eocanthecona_Bug_A__00015IMG_00015_BURST20190913102845.jpg,00015,train
Eocanthecona_Bug_A__00016IMG_00016_BURST20190912100516.jpg,00016,train
Eocanthecona_Bug_A__00016IMG_00016_BURST20190912100717.jpg,00016,train
Eocanthecona_Bug_A__00016IMG_00016_BURST20190912100850.jpg,00016,train
Eocanthecona_Bug_A__00016IMG_00016_BURST20190912101022.jpg,00016,train
Eocanthecona_Bug_A__00016IMG_00016_BURST20190912101457.jpg,00016,train
Eocanthecona_Bug_A__00016IMG_00016_BURST20190912101631.jpg,00016,train
Eocanthecona_Bug_A__00016IMG_00016_BURST20190912101836.jpg,00016,train
Eocanthecona_Bug_A__00016IMG_00016_BURST20190913102614.jpg,00016,train
Eocanthecona_Bug_A__00016IMG_00016_BURST20190913102845.jpg,00016,train
Eocanthecona_Bug_A__00016IMG_00016_BURST20190913115038.jpg,00016,train
Eocanthecona_Bug_A__00017IMG_00017_BURST20190912100618.jpg,00017,train
Eocanthecona_Bug_A__00017IMG_00017_BURST20190912100717.jpg,00017,train
Eocanthecona_Bug_A__00017IMG_00017_BURST20190912100850.jpg,00017,train
Eocanthecona_Bug_A__00017IMG_00017_BURST20190912101022.jpg,00017,train
Eocanthecona_Bug_A__00017IMG_00017_BURST20190912101457.jpg,00017,train
Eocanthecona_Bug_A__00017IMG_00017_BURST20190912101836.jpg,00017,train
Eocanthecona_Bug_A__00017IMG_00017_BURST20190913102614.jpg,00017,train
Eocanthecona_Bug_A__00017IMG_00017_BURST20190913102845.jpg,00017,train
Eocanthecona_Bug_A__00017IMG_00017_BURST20190913115038.jpg,00017,train
Eocanthecona_Bug_A__00018IMG_00018_BURST20190912100516.jpg,00018,train
Eocanthecona_Bug_A__00018IMG_00018_BURST20190912100717.jpg,00018,train
Eocanthecona_Bug_A__00018IMG_00018_BURST20190912101631.jpg,00018,train
Eocanthecona_Bug_A__00018IMG_00018_BURST20190912101836.jpg,00018,train
Eocanthecona_Bug_A__00018IMG_00018_BURST20190913102732.jpg,00018,train
Eocanthecona_Bug_A__00018IMG_00018_BURST20190913103037.jpg,00018,train
Eocanthecona_Bug_A__00019IMG_00019_BURST20190912100618.jpg,00019,train
Eocanthecona_Bug_A__00019IMG_00019_BURST20190912100717.jpg,00019,train
Eocanthecona_Bug_A__00019IMG_00019_BURST20190912100850.jpg,00019,train
Eocanthecona_Bug_A__00019IMG_00019_BURST20190912101022.jpg,00019,train
Eocanthecona_Bug_A__00019IMG_00019_BURST20190912101457.jpg,00019,train
Eocanthecona_Bug_A__00019IMG_00019_BURST20190912101836.jpg,00019,train
Eocanthecona_Bug_A__00019IMG_00019_BURST20190913102614.jpg,00019,train
Eocanthecona_Bug_A__00019IMG_00019_BURST20190913102732.jpg,00019,train
Eocanthecona_Bug_A__00019IMG_00019_BURST20190913102845.jpg,00019,train
Eocanthecona_Bug_A__00019IMG_00019_BURST20190913115038.jpg,00019,train
Eocanthecona_Bug_A__00020IMG_00020_BURST20190912100717.jpg,00020,train
Eocanthecona_Bug_A__00020IMG_00020_BURST20190912100850.jpg,00020,train
Eocanthecona_Bug_A__00020IMG_00020_BURST20190912101022.jpg,00020,train
Eocanthecona_Bug_A__00020IMG_00020_BURST20190912101631.jpg,00020,train
Eocanthecona_Bug_A__00020IMG_00020_BURST20190912101836.jpg,00020,train
Eocanthecona_Bug_A__00020IMG_00020_BURST20190913102614.jpg,00020,train
Eocanthecona_Bug_A__00020IMG_00020_BURST20190913102845.jpg,00020,train
Eocanthecona_Bug_A__00020IMG_00020_BURST20190913103037.jpg,00020,train
Eocanthecona_Bug_A__00020IMG_00020_BURST20190913115038.jpg,00020,train
Eocanthecona_Bug_A__00021IMG_00021_BURST20190912100516.jpg,00021,train
Eocanthecona_Bug_A__00021IMG_00021_BURST20190912100717.jpg,00021,train
Eocanthecona_Bug_A__00021IMG_00021_BURST20190912101022.jpg,00021,train
Eocanthecona_Bug_A__00021IMG_00021_BURST20190913102845.jpg,00021,train
Eocanthecona_Bug_A__00021IMG_00021_BURST20190913115038.jpg,00021,train
Eocanthecona_Bug_A__00022IMG_00022_BURST20190912100516.jpg,00022,train
Eocanthecona_Bug_A__00022IMG_00022_BURST20190912100618.jpg,00022,train
Eocanthecona_Bug_A__00022IMG_00022_BURST20190912101457.jpg,00022,train
Eocanthecona_Bug_A__00022IMG_00022_BURST20190912101631.jpg,00022,train
Eocanthecona_Bug_A__00022IMG_00022_BURST20190912101836.jpg,00022,train
Eocanthecona_Bug_A__00022IMG_00022_BURST20190913102614.jpg,00022,train
Eocanthecona_Bug_A__00022IMG_00022_BURST20190913103037.jpg,00022,train
Eocanthecona_Bug_A__00023IMG_00023_BURST20190912100516.jpg,00023,train
Eocanthecona_Bug_A__00023IMG_00023_BURST20190912100618.jpg,00023,train
Eocanthecona_Bug_A__00023IMG_00023_BURST20190912100850.jpg,00023,train
Eocanthecona_Bug_A__00023IMG_00023_BURST20190912101022.jpg,00023,train
Eocanthecona_Bug_A__00023IMG_00023_BURST20190912101457.jpg,00023,train
Eocanthecona_Bug_A__00023IMG_00023_BURST20190913102614.jpg,00023,train
Eocanthecona_Bug_A__00023IMG_00023_BURST20190913102732.jpg,00023,train
Eocanthecona_Bug_A__00023IMG_00023_BURST20190913103037.jpg,00023,train
Eocanthecona_Bug_A__00023IMG_00023_BURST20190913115038.jpg,00023,train
Eocanthecona_Bug_A__00024IMG_00024_BURST20190912100516.jpg,00024,train
Eocanthecona_Bug_A__00024IMG_00024_BURST20190912100618.jpg,00024,train
Eocanthecona_Bug_A__00024IMG_00024_BURST20190912100717.jpg,00024,train
Eocanthecona_Bug_A__00024IMG_00024_BURST20190912101022.jpg,00024,train
Eocanthecona_Bug_A__00024IMG_00024_BURST20190912101457.jpg,00024,train
Eocanthecona_Bug_A__00024IMG_00024_BURST20190912101631.jpg,00024,train
Eocanthecona_Bug_A__00024IMG_00024_BURST20190912101836.jpg,00024,train
Eocanthecona_Bug_A__00024IMG_00024_BURST20190913102732.jpg,00024,train
Eocanthecona_Bug_A__00024IMG_00024_BURST20190913102845.jpg,00024,train
Eocanthecona_Bug_A__00024IMG_00024_BURST20190913103037.jpg,00024,train
Eocanthecona_Bug_A__00025IMG_00025_BURST20190912100516.jpg,00025,train
Eocanthecona_Bug_A__00025IMG_00025_BURST20190912101022.jpg,00025,train
Eocanthecona_Bug_A__00025IMG_00025_BURST20190912101631.jpg,00025,train
Eocanthecona_Bug_A__00025IMG_00025_BURST20190912101836.jpg,00025,train
Eocanthecona_Bug_A__00025IMG_00025_BURST20190913102732.jpg,00025,train
Eocanthecona_Bug_A__00025IMG_00025_BURST20190913102845.jpg,00025,train
Eocanthecona_Bug_A__00025IMG_00025_BURST20190913103037.jpg,00025,train
Eocanthecona_Bug_A__00025IMG_00025_BURST20190913115038.jpg,00025,train
Eocanthecona_Bug_A__00026IMG_00026_BURST20190912100516.jpg,00026,train
Eocanthecona_Bug_A__00026IMG_00026_BURST20190912100618.jpg,00026,train
Eocanthecona_Bug_A__00026IMG_00026_BURST20190912100717.jpg,00026,train
Eocanthecona_Bug_A__00026IMG_00026_BURST20190912101022.jpg,00026,train
Eocanthecona_Bug_A__00026IMG_00026_BURST20190912101457.jpg,00026,train
Eocanthecona_Bug_A__00026IMG_00026_BURST20190912101631.jpg,00026,train
Eocanthecona_Bug_A__00026IMG_00026_BURST20190913102732.jpg,00026,train
Eocanthecona_Bug_A__00026IMG_00026_BURST20190913103037.jpg,00026,train
Eocanthecona_Bug_A__00026IMG_00026_BURST20190913115038.jpg,00026,train
Eocanthecona_Bug_A__00027IMG_00027_BURST20190912100516.jpg,00027,train
Eocanthecona_Bug_A__00027IMG_00027_BURST20190912100717.jpg,00027,train
Eocanthecona_Bug_A__00027IMG_00027_BURST20190912101022.jpg,00027,train
Eocanthecona_Bug_A__00027IMG_00027_BURST20190912101457.jpg,00027,train
Eocanthecona_Bug_A__00027IMG_00027_BURST20190912101631.jpg,00027,train
Eocanthecona_Bug_A__00027IMG_00027_BURST20190912101836.jpg,00027,train
Eocanthecona_Bug_A__00027IMG_00027_BURST20190913102614.jpg,00027,train
Eocanthecona_Bug_A__00027IMG_00027_BURST20190913102732.jpg,00027,train
Eocanthecona_Bug_A__00027IMG_00027_BURST20190913102845.jpg,00027,train
Eocanthecona_Bug_A__00027IMG_00027_BURST20190913103037.jpg,00027,train
Eocanthecona_Bug_A__00027IMG_00027_BURST20190913115038.jpg,00027,train
Eocanthecona_Bug_A__00028IMG_00028_BURST20190912100516.jpg,00028,train
Eocanthecona_Bug_A__00028IMG_00028_BURST20190912100618.jpg,00028,train
Eocanthecona_Bug_A__00028IMG_00028_BURST20190912100717.jpg,00028,train
Eocanthecona_Bug_A__00028IMG_00028_BURST20190912100850.jpg,00028,train
Eocanthecona_Bug_A__00028IMG_00028_BURST20190912101022.jpg,00028,train
Eocanthecona_Bug_A__00028IMG_00028_BURST20190912101457.jpg,00028,train
Eocanthecona_Bug_A__00028IMG_00028_BURST20190913102845.jpg,00028,train
Eocanthecona_Bug_A__00028IMG_00028_BURST20190913103037.jpg,00028,train
Eocanthecona_Bug_A__00028IMG_00028_BURST20190913115038.jpg,00028,train
Eocanthecona_Bug_A__00029IMG_00029_BURST20190912100717.jpg,00029,train
Eocanthecona_Bug_A__00029IMG_00029_BURST20190912101631.jpg,00029,train
Eocanthecona_Bug_A__00029IMG_00029_BURST20190912101836.jpg,00029,train
Eocanthecona_Bug_A__00029IMG_00029_BURST20190913102732.jpg,00029,train
Eocanthecona_Bug_A__00029IMG_00029_BURST20190913102845.jpg,00029,train
Eocanthecona_Bug_A__00029IMG_00029_BURST20190913103037.jpg,00029,train
Eocanthecona_Bug_A__00029IMG_00029_BURST20190913115038.jpg,00029,train
Eocanthecona_Bug_A__00030IMG_00030_BURST20190912100516.jpg,00030,train
Eocanthecona_Bug_A__00030IMG_00030_BURST20190912100618.jpg,00030,train
Eocanthecona_Bug_A__00030IMG_00030_BURST20190912100717.jpg,00030,train
Eocanthecona_Bug_A__00030IMG_00030_BURST20190912100850.jpg,00030,train
Eocanthecona_Bug_A__00030IMG_00030_BURST20190912101022.jpg,00030,train
Eocanthecona_Bug_A__00030IMG_00030_BURST20190913102614.jpg,00030,train
Eocanthecona_Bug_A__00030IMG_00030_BURST20190913102732.jpg,00030,train
Eocanthecona_Bug_A__00030IMG_00030_BURST20190913102845.jpg,00030,train
Eocanthecona_Bug_A__00030IMG_00030_BURST20190913115038.jpg,00030,train
Eocanthecona_Bug_A__00031IMG_00031_BURST20190912100618.jpg,00031,train
Eocanthecona_Bug_A__00031IMG_00031_BURST20190912100717.jpg,00031,train
Eocanthecona_Bug_A__00031IMG_00031_BURST20190912101022.jpg,00031,train
Eocanthecona_Bug_A__00031IMG_00031_BURST20190912101457.jpg,00031,train
Eocanthecona_Bug_A__00031IMG_00031_BURST20190912101836.jpg,00031,train
Eocanthecona_Bug_A__00031IMG_00031_BURST20190913102732.jpg,00031,train
Eocanthecona_Bug_A__00031IMG_00031_BURST20190913103037.jpg,00031,train
Eocanthecona_Bug_A__00031IMG_00031_BURST20190913115038.jpg,00031,train
Eocanthecona_Bug_A__00032IMG_00032_BURST20190912100516.jpg,00032,train
Eocanthecona_Bug_A__00032IMG_00032_BURST20190912101631.jpg,00032,train
Eocanthecona_Bug_A__00032IMG_00032_BURST20190912101836.jpg,00032,train
Eocanthecona_Bug_A__00032IMG_00032_BURST20190913102732.jpg,00032,train
Eocanthecona_Bug_A__00032IMG_00032_BURST20190913102845.jpg,00032,train
Eocanthecona_Bug_A__00032IMG_00032_BURST20190913103037.jpg,00032,train
Eocanthecona_Bug_A__00032IMG_00032_BURST20190913115038.jpg,00032,train
Eocanthecona_Bug_A__00033IMG_00033_BURST20190912100516.jpg,00033,train
Eocanthecona_Bug_A__00033IMG_00033_BURST20190912100618.jpg,00033,train
Eocanthecona_Bug_A__00033IMG_00033_BURST20190912100717.jpg,00033,train
Eocanthecona_Bug_A__00033IMG_00033_BURST20190912101022.jpg,00033,train
Eocanthecona_Bug_A__00033IMG_00033_BURST20190912101457.jpg,00033,train
Eocanthecona_Bug_A__00033IMG_00033_BURST20190913102614.jpg,00033,train
Eocanthecona_Bug_A__00033IMG_00033_BURST20190913102845.jpg,00033,train
Eocanthecona_Bug_A__00033IMG_00033_BURST20190913103037.jpg,00033,train
Eocanthecona_Bug_A__00033IMG_00033_BURST20190913115038.jpg,00033,train
Eocanthecona_Bug_A__00034IMG_00034_BURST20190912100618.jpg,00034,train
Eocanthecona_Bug_A__00034IMG_00034_BURST20190912100850.jpg,00034,train
Eocanthecona_Bug_A__00034IMG_00034_BURST20190912101022.jpg,00034,train
Eocanthecona_Bug_A__00034IMG_00034_BURST20190912101631.jpg,00034,train
Eocanthecona_Bug_A__00034IMG_00034_BURST20190913102614.jpg,00034,train
Eocanthecona_Bug_A__00034IMG_00034_BURST20190913102732.jpg,00034,train
Eocanthecona_Bug_A__00034IMG_00034_BURST20190913102845.jpg,00034,train
Eocanthecona_Bug_A__00034IMG_00034_BURST20190913103037.jpg,00034,train
Eocanthecona_Bug_A__00034IMG_00034_BURST20190913115038.jpg,00034,train
Eocanthecona_Bug_A__00035IMG_00035_BURST20190912100516.jpg,00035,train
Eocanthecona_Bug_A__00035IMG_00035_BURST20190912100717.jpg,00035,train
Eocanthecona_Bug_A__00035IMG_00035_BURST20190912101022.jpg,00035,train
Eocanthecona_Bug_A__00035IMG_00035_BURST20190912101457.jpg,00035,train
Eocanthecona_Bug_A__00035IMG_00035_BURST20190912101631.jpg,00035,train
Eocanthecona_Bug_A__00035IMG_00035_BURST20190912101836.jpg,00035,train
Eocanthecona_Bug_A__00035IMG_00035_BURST20190913102614.jpg,00035,train
Eocanthecona_Bug_A__00035IMG_00035_BURST20190913102732.jpg,00035,train
Eocanthecona_Bug_A__00035IMG_00035_BURST20190913102845.jpg,00035,train
Eocanthecona_Bug_A__00035IMG_00035_BURST20190913103037.jpg,00035,train
Eocanthecona_Bug_A__00036IMG_00036_BURST20190912100850.jpg,00036,train
Eocanthecona_Bug_A__00036IMG_00036_BURST20190912101631.jpg,00036,train
Eocanthecona_Bug_A__00036IMG_00036_BURST20190912101836.jpg,00036,train
Eocanthecona_Bug_A__00036IMG_00036_BURST20190913102614.jpg,00036,train
Eocanthecona_Bug_A__00036IMG_00036_BURST20190913102732.jpg,00036,train
Eocanthecona_Bug_A__00036IMG_00036_BURST20190913102845.jpg,00036,train
Eocanthecona_Bug_A__00036IMG_00036_BURST20190913103037.jpg,00036,train
Eocanthecona_Bug_A__00036IMG_00036_BURST20190913115038.jpg,00036,train
Eocanthecona_Bug_A__00037IMG_00037_BURST20190912100516.jpg,00037,train
Eocanthecona_Bug_A__00037IMG_00037_BURST20190912100618.jpg,00037,train
Eocanthecona_Bug_A__00037IMG_00037_BURST20190912100717.jpg,00037,train
Eocanthecona_Bug_A__00037IMG_00037_BURST20190912100850.jpg,00037,train
Eocanthecona_Bug_A__00037IMG_00037_BURST20190912101457.jpg,00037,train
Eocanthecona_Bug_A__00037IMG_00037_BURST20190912101631.jpg,00037,train
Eocanthecona_Bug_A__00037IMG_00037_BURST20190912101836.jpg,00037,train
Eocanthecona_Bug_A__00037IMG_00037_BURST20190913102732.jpg,00037,train
Eocanthecona_Bug_A__00037IMG_00037_BURST20190913103037.jpg,00037,train
Eocanthecona_Bug_A__00037IMG_00037_BURST20190913115038.jpg,00037,train
Eocanthecona_Bug_A__00038IMG_00038_BURST20190912100717.jpg,00038,train
Eocanthecona_Bug_A__00038IMG_00038_BURST20190912101022.jpg,00038,train
Eocanthecona_Bug_A__00038IMG_00038_BURST20190912101457.jpg,00038,train
