filename,specimen_id,fold,split
Eocanthecona_Bug_A__00014IMG_00014_BURST20190913102732.jpg,00014,fold_0,train
Eocanthecona_Bug_A__00014IMG_00014_BURST20190913102845.jpg,00014,fold_0,train
Eocanthecona_Bug_A__00014IMG_00014_BURST20190913103037.jpg,00014,fold_0,train
Eocanthecona_Bug_A__00014IMG_00014_BURST20190913115038.jpg,00014,fold_0,train
Eocanthecona_Bug_A__00015IMG_00015_BURST20190912100516.jpg,00015,fold_0,train
Eocanthecona_Bug_A__00015IMG_00015_BURST20190912100618.jpg,00015,fold_0,train
Eocanthecona_Bug_A__00015IMG_00015_BURST20190912100717.jpg,00015,fold_0,train
Eocanthecona_Bug_A__00015IMG_00015_BURST20190912100850.jpg,00015,fold_0,train
Eocanthecona_Bug_A__00015IMG_00015_BURST20190912101003.jpg,00015,fold_0,train
Eocanthecona_Bug_A__00015IMG_00015_BURST20190912101022.jpg,00015,fold_0,train
Eocanthecona_Bug_A__00015IMG_00015_BURST20190912101457.jpg,00015,fold_0,train
Eocanthecona_Bug_A__00015IMG_00015_BURST20190912101631.jpg,00015,fold_0,train
Eocanthecona_Bug_A__00015IMG_00015_BURST20190912101836.jpg,00015,fold_0,train
Eocanthecona_Bug_A__00015IMG_00015_BURST20190913102614.jpg,00015,fold_0,train
Eocanthecona_Bug_A__00015IMG_00015_BURST20190913102732.jpg,00015,fold_0,train
Eocanthecona_Bug_A__00015IMG_00015_BURST20190913102845.jpg,00015,fold_0,train
Eocanthecona_Bug_A__00015IMG_00015_BURST20190913103037.jpg,00015,fold_0,train
Eocanthecona_Bug_A__00015IMG_00015_BURST20190913115038.jpg,00015,fold_0,train
Eocanthecona_Bug_A__00016IMG_00016_BURST20190912100516.jpg,00016,fold_0,train
Eocanthecona_Bug_A__00016IMG_00016_BURST20190912100618.jpg,00016,fold_0,train
Eocanthecona_Bug_A__00016IMG_00016_BURST20190912100717.jpg,00016,fold_0,train
Eocanthecona_Bug_A__00016IMG_00016_BURST20190912100850.jpg,00016,fold_0,train
Eocanthecona_Bug_A__00016IMG_00016_BURST20190912101003.jpg,00016,fold_0,train
Eocanthecona_Bug_A__00016IMG_00016_BURST20190912101022.jpg,00016,fold_0,train
Eocanthecona_Bug_A__00016IMG_00016_BURST20190912101457.jpg,00016,fold_0,train
Eocanthecona_Bug_A__00016IMG_00016_BURST20190912101631.jpg,00016,fold_0,train
Eocanthecona_Bug_A__00016IMG_00016_BURST20190912101836.jpg,00016,fold_0,train
Eocanthecona_Bug_A__00016IMG_00016_BURST20190913102614.jpg,00016,fold_0,train
Eocanthecona_Bug_A__00016IMG_00016_BURST20190913102732.jpg,00016,fold_0,train
Eocanthecona_Bug_A__00016IMG_00016_BURST20190913102845.jpg,00016,fold_0,train
Eocanthecona_Bug_A__00016IMG_00016_BURST20190913103037.jpg,00016,fold_0,train
Eocanthecona_Bug_A__00016IMG_00016_BURST20190913115038.jpg,00016,fold_0,train
Eocanthecona_Bug_A__00017IMG_00017_BURST20190912100516.jpg,00017,fold_0,train
Eocanthecona_Bug_A__00017IMG_00017_BURST20190912100618.jpg,00017,fold_0,train
Eocanthecona_Bug_A__00017IMG_00017_BURST20190912100717.jpg,00017,fold_0,train
Eocanthecona_Bug_A__00017IMG_00017_BURST20190912100850.jpg,00017,fold_0,train
Eocanthecona_Bug_A__00017IMG_00017_BURST20190912101022.jpg,00017,fold_0,train
Eocanthecona_Bug_A__00017IMG_00017_BURST20190912101457.jpg,00017,fold_0,train
Eocanthecona_Bug_A__00017IMG_00017_BURST20190912101631.jpg,00017,fold_0,train
Eocanthecona_Bug_A__00017IMG_00017_BURST20190912101836.jpg,00017,fold_0,train
Eocanthecona_Bug_A__00017IMG_00017_BURST20190913102614.jpg,00017,fold_0,train
Eocanthecona_Bug_A__00017IMG_00017_BURST20190913102732.jpg,00017,fold_0,train
Eocanthecona_Bug_A__00017IMG_00017_BURST20190913102845.jpg,00017,fold_0,train
Eocanthecona_Bug_A__00017IMG_00017_BURST20190913103037.jpg,00017,fold_0,train
Eocanthecona_Bug_A__00017IMG_00017_BURST20190913115038.jpg,00017,fold_0,train
Eocanthecona_Bug_A__00018IMG_00018_BURST20190912100516.jpg,00018,fold_0,train
Eocanthecona_Bug_A__00018IMG_00018_BURST20190912100618.jpg,00018,fold_0,train
Eocanthecona_Bug_A__00018IMG_00018_BURST20190912100717.jpg,00018,fold_0,train
Eocanthecona_Bug_A__00018IMG_00018_BURST20190912100850.jpg,00018,fold_0,train
Eocanthecona_Bug_A__00018IMG_00018_BURST20190912101022.jpg,00018,fold_0,train
Eocanthecona_Bug_A__00018IMG_00018_BURST20190912101457.jpg,00018,fold_0,train
Eocanthecona_Bug_A__00018IMG_00018_BURST20190912101631.jpg,00018,fold_0,train
Eocanthecona_Bug_A__00018IMG_00018_BURST20190912101836.jpg,00018,fold_0,train
Eocanthecona_Bug_A__00018IMG_00018_BURST20190913102614.jpg,00018,fold_0,train
Eocanthecona_Bug_A__00018IMG_00018_BURST20190913102732.jpg,00018,fold_0,train
Eocanthecona_Bug_A__00018IMG_00018_BURST20190913102845.jpg,00018,fold_0,train
Eocanthecona_Bug_A__00018IMG_00018_BURST20190913103037.jpg,00018,fold_0,train
Eocanthecona_Bug_A__00018IMG_00018_BURST20190913115038.jpg,00018,fold_0,train
Eocanthecona_Bug_A__00019IMG_00019_BURST20190912100516.jpg,00019,fold_0,train
Eocanthecona_Bug_A__00019IMG_00019_BURST20190912100618.jpg,00019,fold_0,train
Eocanthecona_Bug_A__00019IMG_00019_BURST20190912100717.jpg,00019,fold_0,train
Eocanthecona_Bug_A__00019IMG_00019_BURST20190912100850.jpg,00019,fold_0,train
Eocanthecona_Bug_A__00019IMG_00019_BURST20190912101022.jpg,00019,fold_0,train
Eocanthecona_Bug_A__00019IMG_00019_BURST20190912101457.jpg,00019,fold_0,train
Eocanthecona_Bug_A__00019IMG_00019_BURST20190912101631.jpg,00019,fold_0,train
Eocanthecona_Bug_A__00019IMG_00019_BURST20190912101836.jpg,00019,fold_0,train
Eocanthecona_Bug_A__00019IMG_00019_BURST20190913102614.jpg,00019,fold_0,train
Eocanthecona_Bug_A__00019IMG_00019_BURST20190913102732.jpg,00019,fold_0,train
Eocanthecona_Bug_A__00019IMG_00019_BURST20190913102845.jpg,00019,fold_0,train
Eocanthecona_Bug_A__00019IMG_00019_BURST20190913103037.jpg,00019,fold_0,train
Eocanthecona_Bug_A__00019IMG_00019_BURST20190913115038.jpg,00019,fold_0,train
Eocanthecona_Bug_A__00020IMG_00020_BURST20190912100516.jpg,00020,fold_0,train
Eocanthecona_Bug_A__00020IMG_00020_BURST20190912100618.jpg,00020,fold_0,train
Eocanthecona_Bug_A__00020IMG_00020_BURST20190912100717.jpg,00020,fold_0,train
Eocanthecona_Bug_A__00020IMG_00020_BURST20190912100850.jpg,00020,fold_0,train
Eocanthecona_Bug_A__00020IMG_00020_BURST20190912101022.jpg,00020,fold_0,train
Eocanthecona_Bug_A__00020IMG_00020_BURST20190912101457.jpg,00020,fold_0,train
Eocanthecona_Bug_A__00020IMG_00020_BURST20190912101631.jpg,00020,fold_0,train
Eocanthecona_Bug_A__00020IMG_00020_BURST20190912101836.jpg,00020,fold_0,train
Eocanthecona_Bug_A__00020IMG_00020_BURST20190913102614.jpg,00020,fold_0,train
Eocanthecona_Bug_A__00020IMG_00020_BURST20190913102732.jpg,00020,fold_0,train
Eocanthecona_Bug_A__00020IMG_00020_BURST20190913102845.jpg,00020,fold_0,train
Eocanthecona_Bug_A__00020IMG_00020_BURST20190913103037.jpg,00020,fold_0,train
Eocanthecona_Bug_A__00020IMG_00020_BURST20190913115038.jpg,00020,fold_0,train
Eocanthecona_Bug_A__00021IMG_00021_BURST20190912100516.jpg,00021,fold_0,train
Eocanthecona_Bug_A__00021IMG_00021_BURST20190912100618.jpg,00021,fold_0,train
Eocanthecona_Bug_A__00021IMG_00021_BURST20190912100717.jpg,00021,fold_0,train
Eocanthecona_Bug_A__00021IMG_00021_BURST20190912100850.jpg,00021,fold_0,train
Eocanthecona_Bug_A__00021IMG_00021_BURST20190912101022.jpg,00021,fold_0,train
Eocanthecona_Bug_A__00021IMG_00021_BURST20190912101457.jpg,00021,fold_0,train
Eocanthecona_Bug_A__00021IMG_00021_BURST20190912101631.jpg,00021,fold_0,train
Eocanthecona_Bug_A__00021IMG_00021_BURST20190912101836.jpg,00021,fold_0,train
Eocanthecona_Bug_A__00021IMG_00021_BURST20190913102614.jpg,00021,fold_0,train
Eocanthecona_Bug_A__00021IMG_00021_BURST20190913102732.jpg,00021,fold_0,train
Eocanthecona_Bug_A__00021IMG_00021_BURST20190913102845.jpg,00021,fold_0,train
Eocanthecona_Bug_A__00021IMG_00021_BURST20190913103037.jpg,00021,fold_0,train
Eocanthecona_Bug_A__00021IMG_00021_BURST20190913115038.jpg,00021,fold_0,train
Eocanthecona_Bug_A__00022IMG_00022_BURST20190912100516.jpg,00022,fold_0,train
Eocanthecona_Bug_A__00022IMG_00022_BURST20190912100618.jpg,00022,fold_0,train
Eocanthecona_Bug_A__00022IMG_00022_BURST20190912100717.jpg,00022,fold_0,train
Eocanthecona_Bug_A__00022IMG_00022_BURST20190912100850.jpg,00022,fold_0,train
Eocanthecona_Bug_A__00022IMG_00022_BURST20190912101022.jpg,00022,fold_0,train
Eocanthecona_Bug_A__00022IMG_00022_BURST20190912101457.jpg,00022,fold_0,train
Eocanthecona_Bug_A__00022IMG_00022_BURST20190912101631.jpg,00022,fold_0,train
Eocanthecona_Bug_A__00022IMG_00022_BURST20190912101836.jpg,00022,fold_0,train
Eocanthecona_Bug_A__00022IMG_00022_BURST20190913102614.jpg,00022,fold_0,train
Eocanthecona_Bug_A__00022IMG_00022_BURST20190913102732.jpg,00022,fold_0,train
Eocanthecona_Bug_A__00022IMG_00022_BURST20190913102845.jpg,00022,fold_0,train
Eocanthecona_Bug_A__00022IMG_00022_BURST20190913103037.jpg,00022,fold_0,train
Eocanthecona_Bug_A__00022IMG_00022_BURST20190913115038.jpg,00022,fold_0,train
Eocanthecona_Bug_A__00023IMG_00023_BURST20190912100516.jpg,00023,fold_0,train
Eocanthecona_Bug_A__00023IMG_00023_BURST20190912100618.jpg,00023,fold_0,train
Eocanthecona_Bug_A__00023IMG_00023_BURST20190912100717.jpg,00023,fold_0,train
Eocanthecona_Bug_A__00023IMG_00023_BURST20190912100850.jpg,00023,fold_0,train
Eocanthecona_Bug_A__00023IMG_00023_BURST20190912101022.jpg,00023,fold_0,train
Eocanthecona_Bug_A__00023IMG_00023_BURST20190912101457.jpg,00023,fold_0,train
Eocanthecona_Bug_A__00023IMG_00023_BURST20190912101631.jpg,00023,fold_0,train
Eocanthecona_Bug_A__00023IMG_00023_BURST20190912101836.jpg,00023,fold_0,train
Eocanthecona_Bug_A__00023IMG_00023_BURST20190913102614.jpg,00023,fold_0,train
Eocanthecona_Bug_A__00023IMG_00023_BURST20190913102732.jpg,00023,fold_0,train
Eocanthecona_Bug_A__00023IMG_00023_BURST20190913102845.jpg,00023,fold_0,train
Eocanthecona_Bug_A__00023IMG_00023_BURST20190913103037.jpg,00023,fold_0,train
Eocanthecona_Bug_A__00023IMG_00023_BURST20190913115038.jpg,00023,fold_0,train
Eocanthecona_Bug_A__00024IMG_00024_BURST20190912100516.jpg,00024,fold_0,train
Eocanthecona_Bug_A__00024IMG_00024_BURST20190912100618.jpg,00024,fold_0,train
Eocanthecona_Bug_A__00024IMG_00024_BURST20190912100717.jpg,00024,fold_0,train
Eocanthecona_Bug_A__00024IMG_00024_BURST20190912100850.jpg,00024,fold_0,train
Eocanthecona_Bug_A__00024IMG_00024_BURST20190912101022.jpg,00024,fold_0,train
Eocanthecona_Bug_A__00024IMG_00024_BURST20190912101457.jpg,00024,fold_0,train
Eocanthecona_Bug_A__00024IMG_00024_BURST20190912101631.jpg,00024,fold_0,train
Eocanthecona_Bug_A__00024IMG_00024_BURST20190912101836.jpg,00024,fold_0,train
Eocanthecona_Bug_A__00024IMG_00024_BURST20190913102614.jpg,00024,fold_0,train
Eocanthecona_Bug_A__00024IMG_00024_BURST20190913102732.jpg,00024,fold_0,train
Eocanthecona_Bug_A__00024IMG_00024_BURST20190913102845.jpg,00024,fold_0,train
Eocanthecona_Bug_A__00024IMG_00024_BURST20190913103037.jpg,00024,fold_0,train
Eocanthecona_Bug_A__00024IMG_00024_BURST20190913115038.jpg,00024,fold_0,train
Eocanthecona_Bug_A__00025IMG_00025_BURST20190912100516.jpg,00025,fold_0,train
Eocanthecona_Bug_A__00025IMG_00025_BURST20190912100618.jpg,00025,fold_0,train
Eocanthecona_Bug_A__00025IMG_00025_BURST20190912100717.jpg,00025,fold_0,train
Eocanthecona_Bug_A__00025IMG_00025_BURST20190912100850.jpg,00025,fold_0,train
